,type,rcvTime,vehicleId,x_pos,y_pos,x_spd,y_spd
0,2,1604,2343,7791.503275600851,2139.8886138770963,-2.056691914049097,0.6507983790025941
1,2,1605,2343,7788.581541513494,2140.854907524433,-3.856367763191461,1.2202597876934211
2,2,1606,2343,7783.922476190904,2142.3963710375924,-5.689381733838168,1.80028692820428
3,2,1607,2343,7777.079288586514,2144.5123566370044,-7.594042748692341,2.402995982975778
4,2,1608,2343,7768.4024503078,2147.2431426307576,-9.476938442827691,2.998814978960058
5,2,1609,2343,7758.000423332859,2150.566229844434,-11.41189581418985,3.611250691345138
6,2,1610,2343,7745.987138139627,2154.5223022811247,-13.283647331201859,4.476223136370649
7,2,1611,2343,7734.0725660870185,2160.6715849364145,-11.199219713652774,8.159823033948578
8,2,1612,2343,7728.825050334273,2173.096150247879,-5.113404714474258,12.266927667237356
9,2,1613,2343,7722.737236393395,2185.04681395696,-6.551542259971909,11.652586398332607
10,2,1614,2343,7715.562088312557,2196.487081104497,-7.2740791665489475,11.176463183781767
11,2,1615,2343,7707.584824662687,2207.437582113541,-7.880839184495942,10.780705619588224
12,2,1616,2343,7699.109463204889,2217.9089965521744,-8.883609115471014,9.908220230253994
13,2,1617,2343,7690.201759013739,2227.912137194992,-8.954275853280707,9.91402149176888
14,2,1618,2343,7681.58716017929,2238.100074267206,-8.72292586299468,10.062598805982002
15,2,1619,2343,7672.590893383163,2248.082418342851,-9.262882669267448,9.565637269647116
16,2,1620,2343,7663.2068192461375,2257.900325970842,-8.945915192598177,9.883698606297326
17,2,1621,2343,7654.038177715613,2267.783405373994,-9.279800650411659,9.59876457943032
18,2,1622,2343,7644.662583466895,2277.444857685817,-9.368920504977226,9.597441467791544
19,2,1623,2343,7635.254334381994,2286.8835006309623,-9.422192455187336,9.383781676145157
20,2,1624,2343,7623.478818267053,2293.9695850803496,-9.483092931417112,9.445525698986508
21,2,1625,2343,7613.889051078515,2303.3778825043782,-9.418310774758133,9.380992307617001
22,2,1626,2343,7604.540142212544,2312.788592361583,-9.45423061310815,9.416732307432467
23,2,1627,2343,7594.894706623753,2322.214425264144,-9.489435623106019,9.451747970072503
24,2,1628,2343,7585.514364634485,2331.6424385377536,-9.420520722467197,9.382918100106592
25,2,1629,2343,7576.104135477538,2341.0616168351203,-9.438037692369965,9.400318666990131
26,2,1630,2343,7566.852745047201,2350.1868928991585,-8.222760522022542,8.18997626246873
27,2,1631,2343,7560.314144898873,2356.629889147399,-5.034412474708724,5.014376082188791
28,2,1632,2343,7556.853285021809,2359.899618560775,-1.866147046956871,1.858796878020999
29,2,1633,2343,7556.723594845784,2360.365999433148,6.0847491816e-05,6.0847491816e-05
30,2,1634,2343,7556.635205296843,2360.3624855900384,6.0847491816e-05,6.0847491816e-05
31,2,1635,2343,7556.568413549634,2360.3596715732247,6.0847491816e-05,6.0847491816e-05
32,2,1636,2343,7556.678214117443,2360.3648005415134,6.0847491816e-05,6.0847491816e-05
33,2,1637,2343,7556.656928606254,2360.364502018369,6.0847491816e-05,6.0847491816e-05
34,2,1638,2343,7556.493891976711,2360.363536191898,6.0847491816e-05,6.0847491816e-05
35,2,1639,2343,7554.060420761494,2358.0194592099847,6.0847491816e-05,6.0847491816e-05
36,2,1640,2343,7553.901833160746,2358.013712388801,6.0847491816e-05,6.0847491816e-05
37,2,1641,2343,7553.015093858066,2358.954531505133,-1.574870265078038,1.584534340900004
38,2,1642,2343,7550.820719464666,2361.6551581410495,-2.892996773402774,3.263346423526006
39,2,1643,2343,7549.868689921567,2367.9860081276197,-4.008893279519315,4.723922894001899
40,2,1644,2343,7545.317333741414,2373.6712109130954,-5.127626331899637,6.3819945589074
41,2,1645,2343,7539.645530022213,2380.884766232127,-6.377760942387932,7.937901190976671
42,2,1646,2343,7535.083881437985,2391.740069205668,-7.738736512320583,9.63099824153756
43,2,1647,2343,7526.942961396325,2401.9270758070106,-8.355630958287945,10.398892881111605
44,2,1648,2343,7518.360115954086,2412.3309390226696,-8.39515844885021,10.448007054405537
45,2,1649,2343,7510.152306199103,2422.7142176985276,-8.34853365366707,10.390050755867925
46,2,1650,2343,7501.811192056138,2433.1077522860714,-8.389199744134892,10.44063705600384
47,2,1651,2343,7493.761204211634,2443.4930330999277,-8.360538375435121,10.405038399491245
48,2,1652,2343,7484.963261562034,2453.4448962617603,-8.89845215143411,9.989863749378348
49,2,1653,2343,7476.105388048041,2463.3996487736445,-8.880431403456198,9.969706548421122
50,2,1654,2343,7466.886471828421,2473.2516245557813,-9.061233306180482,9.772268780873585
51,2,1655,2343,7457.57948435715,2483.021178915066,-9.100689167474865,9.814829378616313
