,type,rcvTime,vehicleId,x_pos,y_pos,x_spd,y_spd
0,2,1052,1593,8365.735827505892,6521.9354040902335,-2.094492757858238,0.141270724397163
1,2,1053,1593,8362.56762723007,6522.158869018832,-4.288904984337446,0.28932476115974504
2,2,1054,1593,8357.331040256782,6522.53916742141,-6.31640652079046,0.45437309968702405
3,2,1055,1593,8349.92145672326,6523.294884176124,-8.217269781333398,0.8451876055988911
4,2,1056,1593,8340.497569609111,6524.508440521638,-10.010759198407017,1.374466194899189
5,2,1057,1593,8329.456811337384,6526.009443354566,-11.868899188244072,1.625062872803694
6,2,1058,1593,8316.678901948388,6527.428774711466,-13.224562336046414,1.337533627456191
7,2,1059,1593,8303.728971901726,6528.682558337678,-13.154913491563692,1.25653070230166
8,2,1060,1593,8290.634677055303,6529.940814219748,-13.178652232785543,1.259221741501836
9,2,1061,1593,8279.519445363296,6526.973209359394,-8.107140512565964,-10.439452906515134
10,2,1062,1593,8277.196414928441,6513.931574266348,-2.241144682836616,-12.990663777209596
11,2,1063,1593,8274.83178243651,6500.891075975653,-2.256749734410515,-13.080830110713922
12,2,1064,1593,8272.698996305051,6487.84889870367,-2.25428282928275,-13.066258826371147
13,2,1065,1593,8270.575730772545,6474.777170464825,-2.247151238110086,-13.024843333536646
14,2,1066,1593,8268.149504438074,6461.730396023409,-2.233696345436477,-12.946854227450912
15,2,1067,1593,8266.436483571215,6451.215629712097,-1.473385247052618,-8.54160896903975
16,2,1068,1593,8265.276584421861,6445.1003784247305,-0.7097986411056251,-4.117436134215569
