,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,578.0,897,,,6227.055663402935,6601.607566557471,0.281315321817504,-1.95620132135358,,,,,,,,,,,,
1,2,,579.0,897,,,6227.671039603521,6598.623768575914,0.56443801750068,-3.924932430189725,,,,,,,,,,,,
2,2,,580.0,897,,,6228.3085191018945,6593.574005112971,0.8544664003588761,-5.9416321337117175,,,,,,,,,,,,
3,2,,581.0,897,,,6229.256787528532,6586.57203317754,1.123702426287501,-7.813443000854832,,,,,,,,,,,,
4,2,,582.0,897,,,6227.2168064693515,6577.235004777238,1.405799880453361,-9.772400168840857,,,,,,,,,,,,
5,2,,583.0,897,,,6228.620986435493,6566.517871698355,1.6638549917038472,-11.566864468290364,,,,,,,,,,,,
6,2,,584.0,897,,,6230.498355038714,6553.986009095888,1.889501867037747,-13.134890706103409,,,,,,,,,,,,
7,2,,585.0,897,,,6232.384512586478,6540.904247224687,1.887606016328788,-13.121044480456023,,,,,,,,,,,,
8,2,,586.0,897,,,6234.264503737839,6527.807954005861,1.90680047973204,-13.117343748715486,,,,,,,,,,,,
9,2,,587.0,897,,,6236.36749388557,6514.723146980159,1.9724534208869091,-13.095664686864325,,,,,,,,,,,,
10,2,,588.0,897,,,6235.179094754083,6501.166405979554,1.9618949640948171,-13.025635709568459,,,,,,,,,,,,
11,2,,589.0,897,,,6237.110990342641,6488.067949520208,1.933257033225368,-13.119875795816512,,,,,,,,,,,,
12,2,,590.0,897,,,6239.057405112753,6474.964741709596,1.9291179552932092,-13.092091584030811,,,,,,,,,,,,
13,2,,591.0,897,,,6241.7878818707895,6462.009528844036,2.67072550295517,-12.996458812843848,,,,,,,,,,,,
14,2,,592.0,897,,,6244.451190878012,6449.001024598249,2.345276215290121,-13.056185138114119,,,,,,,,,,,,
15,2,,593.0,897,,,6246.564302875431,6435.9476608401355,2.070947940880912,-13.03024144725564,,,,,,,,,,,,
16,2,,594.0,897,,,6248.544574599807,6422.877928060983,2.077975737302479,-13.07436299935306,,,,,,,,,,,,
17,2,,595.0,897,,,6251.001158947813,6409.846813228274,2.264860475360685,-13.002369709136573,,,,,,,,,,,,
18,2,,596.0,897,,,6253.303324947473,6396.791118506129,2.262965745596185,-12.990895772058478,,,,,,,,,,,,
19,2,,597.0,897,,,6255.582251267432,6383.781832646822,2.26771381488085,-13.018160323073923,,,,,,,,,,,,
20,2,,598.0,897,,,6257.82453263106,6370.829887545325,2.167960463771757,-13.070324946231677,,,,,,,,,,,,
21,2,,599.0,897,,,6259.7138009879145,6357.819080988667,1.9367458243270632,-13.04417383366169,,,,,,,,,,,,
22,2,,600.0,897,,,6261.568170089444,6344.740047747538,1.939170482241321,-13.060771866711413,,,,,,,,,,,,
23,2,,601.0,897,,,6263.51524079465,6331.670306236371,1.935714543707282,-13.0371222686752,,,,,,,,,,,,
24,2,,602.0,897,,,6265.747169371193,6318.608342866441,1.954035625518361,-13.055643321813976,,,,,,,,,,,,
25,2,,603.0,897,,,6267.564250298956,6305.529331984564,1.9719719560501572,-13.110392575978013,,,,,,,,,,,,
26,2,,604.0,897,,,6269.27074205135,6292.443614214783,1.974186747782627,-13.12542574762316,,,,,,,,,,,,
27,2,,605.0,897,,,6271.194852501647,6279.373207835205,1.96178726630298,-13.04312296576123,,,,,,,,,,,,
28,2,,606.0,897,,,6273.140393217989,6266.289381515635,1.960165196046881,-13.032086777526851,,,,,,,,,,,,
29,2,,607.0,897,,,6274.889434475309,6253.215321710835,1.9683748179236602,-13.086816556908508,,,,,,,,,,,,
30,2,,608.0,897,,,6276.7343319042975,6240.1492159557965,1.97314150688949,-13.117846577573426,,,,,,,,,,,,
