,type,rcvTime,vehicleId,x_pos,y_pos,x_spd,y_spd
0,2,6,33,5593.494919653799,3796.581241092893,-2.088418744695682,0.6571747722214081
1,2,7,33,5590.440023843457,3797.56193470558,-4.035559551373254,1.269892800807958
2,2,8,33,5585.35214615578,3799.1999426178027,-6.063757941712554,1.908117686778411
3,2,9,33,5578.0632846694425,3801.489774145841,-8.28543270697214,2.607224899600933
4,2,10,33,5568.346124839353,3803.1663299588936,-10.84343628114825,0.838628774363364
5,2,11,33,5556.382027164144,3804.0872475162214,-12.884252280441443,0.9940381805587781
6,2,12,33,5542.500655152961,3805.151778329253,-14.145974704531612,1.091350105499078
7,2,13,33,5528.3885188551485,3805.8695539224623,-14.284480673454151,-0.09891295424242601
8,2,14,33,5514.378627001145,3804.7670653155365,-14.172559660747853,-1.09580792559778
9,2,15,33,5500.485024699084,3803.6577499646255,-14.162507902624341,-1.09503053698746
10,2,16,33,5487.12410504451,3805.4222211677416,-11.810277527146964,8.069236940977039
11,2,17,33,5476.379509737642,3800.214173246629,-9.202028632436484,-10.935539627165738
12,2,18,33,5466.104660514229,3790.9081600150867,-12.758005306774082,-6.21493668902577
13,2,19,33,5451.965797968357,3788.311933567335,-13.973134542022914,-2.594654961780286
14,2,20,33,5438.059759322245,3786.1861749127597,-14.08994062555312,-1.779083464268187
15,2,21,33,5424.350225696072,3783.3536417336327,-13.249907331397061,-5.1914090926150465
16,2,22,33,5411.890448577167,3776.6300332285855,-12.921617222329264,-5.934697997210984
17,2,23,33,5397.870662821908,3773.0540113169527,-14.056046551885045,-2.63814691413287
18,2,24,33,5383.7560644296345,3771.4571828005983,-14.183668804998309,-1.5955381825491362
19,2,25,33,5369.6007510688405,3771.9183049626563,-14.075405541555961,2.4458150423530762
20,2,26,33,5357.6708955139675,3779.6560068951253,-11.903685581257465,7.917810355705532
21,2,27,33,5346.006979516489,3787.872814004066,-11.600571735696475,8.233249486273365
22,2,28,33,5332.942885643278,3789.6491476140723,-13.982254589626097,-2.73402445893171
23,2,29,33,5319.180503562523,3787.018768678096,-14.064684105316422,-2.415039716075591
24,2,30,33,5305.123722011702,3784.605800397871,-14.014558118853381,-2.406427252331578
25,2,31,33,5291.180585276137,3782.1899707673415,-14.014074002621285,-2.406344073250407
26,2,32,33,5280.3864399319755,3787.438347146688,-8.755292810110742,5.467287269339615
27,2,33,33,5273.575450840124,3790.3567015182693,-5.606492632355703,1.596697470927894
28,2,34,33,5270.434952759956,3789.5514606092297,-1.290743747169652,-0.314469441612099
