,type,rcvTime,vehicleId,x_pos,y_pos,x_spd,y_spd
0,2,12,45,8047.259664106526,6213.905538727894,-0.589444916816523,-2.372545153368817
1,2,13,45,8046.4019925185485,6210.307033052721,-1.163951273117073,-4.685040108483862
2,2,14,45,8045.027811182416,6204.503676617855,-1.651693431349783,-6.648182922917993
3,2,15,45,8042.912132991057,6196.578477084706,-2.247827263440138,-9.047651293472105
4,2,16,45,8040.31352944372,6186.386409643155,-2.768197645072567,-11.142210009646028
5,2,17,45,8037.313715637501,6174.180526106321,-3.123846225225131,-12.573884868554712
6,2,18,45,8034.259392491628,6161.612082785091,-3.120838685546994,-12.561613821569042
7,2,19,45,8031.19891980866,6149.0303270051245,-3.128680772332412,-12.593178611533686
8,2,20,45,8027.8968988051765,6136.435419866141,-3.142282279726711,-12.6480300441792
9,2,21,45,8024.794173746743,6123.844346004821,-3.127093129536069,-12.587235610412925
10,2,22,45,8021.9161894688095,6111.25843034312,-3.130525365070289,-12.601050529414877
11,2,23,45,8018.504218976063,6098.844236334836,-2.894737516371919,-11.65188797914291
12,2,24,45,8016.170271208153,6089.593699598075,-1.8097652056747182,-7.284694302436254
13,2,25,45,8014.450791096438,6082.7173869532535,-2.069588941324882,-7.818240323166613
14,2,26,45,8010.265215384707,6074.746095390002,-6.342705732126375,-8.242779141377843
15,2,27,45,7998.644736089146,6074.121917224737,-12.802231675065581,0.21648789164440402
16,2,28,45,7984.7540365131945,6074.2703371119005,-14.980025308931749,0.08868716448693201
17,2,29,45,7969.196825018918,6074.413423811505,-15.49501879155972,0.37772055214800404
18,2,30,45,7953.439523270563,6074.383669517354,-15.544285462850882,-0.030826017573206
19,2,31,45,7937.718548358973,6074.465435392908,-15.646021321558674,0.032598615882505004
20,2,32,45,7922.436798771565,6075.663538389882,-15.514405844809776,1.215844506381414
21,2,33,45,7908.649465843851,6082.135491124382,-13.061920606927174,8.586518682960708
22,2,34,45,7896.443953070974,6091.8736128794,-12.444687075366371,9.353794575617064
23,2,35,45,7883.5677342936515,6100.454690626503,-13.777873377563639,7.167923055142506
24,2,36,45,7869.09647029908,6106.663544084166,-14.306634530036186,6.009104809335087
25,2,37,45,7854.25941113466,6110.512130080138,-15.175331118722001,3.322142697588848
26,2,38,45,7838.619934937379,6112.788529587869,-15.43159457033169,2.194076808429496
27,2,39,45,7822.829922941098,6113.367379661459,-15.632086939833183,0.269806223242106
28,2,40,45,7808.362060786834,6113.701077647386,-13.926320243132572,3.220589033914755
29,2,41,45,7798.711427476189,6124.320455001392,-3.7476111531630183,12.41622898308926
30,2,42,45,7797.408599308729,6137.30520547444,0.667730998210465,13.01690609534996
31,2,43,45,7798.3294470963565,6150.736571370716,1.340132840214791,12.848929823012128
32,2,44,45,7804.101007945451,6162.801801630011,5.5568614925876805,11.629508007776078
33,2,45,45,7809.78333323431,6174.55590692478,5.626659836759165,11.746666393371918
34,2,46,45,7816.98737528246,6185.327699113837,7.217737833508266,10.709246432540516
35,2,47,45,7824.145329936731,6196.123805923045,7.228216886871702,10.724824061307212
36,2,48,45,7831.522699989621,6206.927558340209,7.2377285903089135,10.738909646852889
37,2,49,45,7832.907942407793,6219.182352983917,-3.053550148782336,12.565282627686186
38,2,50,45,7829.103255255414,6231.58106591386,-3.771882518190737,12.352422020555302
39,2,51,45,7825.171335614136,6243.970560310239,-3.783352093408681,12.389976512995636
40,2,52,45,7821.57152040391,6256.3586190918895,-3.78183802754615,12.385019051720548
41,2,53,45,7818.232851181608,6268.071126003489,-3.106160470426369,10.172667920388282
42,2,54,45,7815.764757809121,6275.911526314428,-1.8122859637884332,5.936172718821466
43,2,55,45,7813.611280311419,6283.364649144004,-2.26766431387814,8.51869823322404
44,2,56,45,7811.56319887556,6293.053667503919,-2.302068174123189,10.676650939296131
