,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,218.0,405,,,3935.1154405843013,9291.348149755113,2.131017540632127,-0.684796853236136,,,,,,,,,,,,
1,3,218.090196761761,218.090196761761,405,333.0,453993.0,3934.1326185585917,9165.748109993609,14.91960011248432,-31.37525829827608,0.0,0.0,,584.0,0.0,0.42936388552424604,-0.9031315816687631,50.0,4.0,0.0,0.0,60.0
2,3,218.814038446284,218.814038446284,405,339.0,455448.0,3910.718983672335,9212.474209429802,16.898743839580177,-31.14291984447258,0.0,0.0,,532.0,0.0,0.47673144565893605,-0.879048991080667,50.0,4.0,0.0,0.0,68.0
3,2,,219.0,405,,,3937.45902566076,9287.154771606516,4.206035329156614,-1.3506166302776381,,,,,,,,,,,,
4,3,219.090204792192,219.090204792192,405,333.0,455821.0,3949.3401585356787,9134.239886317191,14.61123912219119,-31.540366216811424,0.0,0.0,,619.0,0.0,0.420248169474607,-0.9074092109149211,50.0,4.0,0.0,0.0,60.0
5,3,219.814046653026,219.814046653026,405,339.0,457158.0,3927.214324421691,9181.064801461782,15.218564624367348,-31.993482259515293,0.0,0.0,,567.0,0.0,0.429363885524328,-0.9031315816687241,50.0,4.0,0.0,0.0,68.0
6,2,,220.0,405,,,3942.9222563090752,9285.42668596503,6.281350291204327,-2.017029221102854,,,,,,,,,,,,
7,3,220.090200010102,220.090200010102,405,333.0,457489.0,3964.209555122722,9102.616199859332,14.636989530225968,-31.596292165225847,0.0,0.0,,654.0,0.0,0.42024816947464605,-0.9074092109149041,50.0,4.0,0.0,0.0,60.0
8,3,220.814042070696,220.814042070696,405,339.0,458812.0,3942.507319300687,9148.943816415165,15.200487085091616,-31.95681725436914,0.0,0.0,,603.0,0.0,0.429363885524328,-0.9031315816687241,50.0,4.0,0.0,0.0,68.0
9,2,,221.0,405,,,3950.3075264076956,9283.100003400721,8.087401365001336,-2.596965305838789,,,,,,,,,,,,
10,3,221.09020842698,221.09020842698,405,333.0,459137.0,3977.5088480474806,9070.432098161338,13.175386584669136,-32.22873666935805,0.0,0.0,,689.0,0.0,0.37833450877336805,-0.9256689470168121,50.0,4.0,0.0,0.0,60.0
11,3,221.814037686781,221.814037686781,405,339.0,460442.0,3957.3817239414593,9116.74499508038,14.893571741952845,-32.14096030311597,0.0,0.0,,638.0,0.0,0.420248169474607,-0.9074092109149211,50.0,4.0,0.0,0.0,68.0
12,2,,222.0,405,,,3959.3009130608407,9280.14919960547,10.179173179730771,-3.268662421679733,,,,,,,,,,,,
13,3,222.09020404013896,222.09020404013896,405,333.0,460767.0,3990.0085414753917,9037.905570599205,11.956030675300868,-32.566942879520845,0.0,0.0,,723.0,0.0,0.344554920953392,-0.9387661617499861,50.0,4.0,0.0,0.0,60.0
14,3,222.814046498171,222.814046498171,405,339.0,462068.0,3971.7501027489197,9084.164366205852,13.421937264846232,-32.818445096861936,0.0,0.0,,674.0,0.0,0.37833450877336805,-0.9256689470168121,50.0,4.0,0.0,0.0,68.0
15,2,,223.0,405,,,3970.4455271862303,9276.564667970884,12.014213236602652,-3.857919387938682,,,,,,,,,,,,
16,3,223.090199846454,223.090199846454,405,333.0,462389.0,4001.951752884515,9005.112201435197,10.779757235460707,-33.0021099095768,0.0,0.0,,758.0,0.0,0.31042576352842804,-0.9505976253588011,50.0,4.0,0.0,0.0,60.0
17,3,223.81404249929298,223.81404249929298,405,339.0,463684.0,3985.1106481335883,9051.138355368981,12.202897345171067,-33.226221059534694,0.0,0.0,,709.0,0.0,0.344554920953271,-0.93876616175003,50.0,4.0,0.0,0.0,68.0
18,2,,224.0,405,,,3982.2586546562707,9272.79177656316,10.208014463442508,-3.277927513448587,,,,,,,,,,,,
19,3,224.090208845364,224.090208845364,405,333.0,464007.0,4012.66844509293,8971.991847788824,10.80788616146433,-33.08792671372002,0.0,0.0,,793.0,0.0,0.31042576352842804,-0.9505976253588011,50.0,4.0,0.0,0.0,60.0
20,3,224.81403869935397,224.81403869935397,405,339.0,465302.0,3997.481209669368,9017.749473808031,12.233717702589072,-33.31266628914321,0.0,0.0,,745.0,0.0,0.344554920953392,-0.9387661617499861,50.0,4.0,0.0,0.0,68.0
21,2,,225.0,405,,,3990.288793306081,9270.270507275365,5.940440472535462,-1.907549960244552,,,,,,,,,,,,
22,3,225.090205046093,225.090205046093,405,333.0,474124.0,4022.7014089823538,8938.623591525695,9.651513222447978,-33.344857719360505,0.0,0.0,,828.0,0.0,0.277974575996628,-0.9605884316914781,50.0,4.0,0.0,0.0,60.0
