,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,2714.0,4005,,,11381.32666166373,1596.5725358369275,-11.93505401802318,9.477491170964731,,,,,,,,,,,,
1,2,,2715.0,4005,,,11368.722099425826,1606.6287770242232,-13.281159537868806,10.546418312832571,,,,,,,,,,,,
2,2,,2716.0,4005,,,11354.864385546502,1617.8624242850508,-14.550026625201289,11.883334154143608,,,,,,,,,,,,
3,2,,2717.0,4005,,,11340.02449563593,1630.692472031028,-15.478191512984242,13.238135519532245,,,,,,,,,,,,
4,2,,2718.0,4005,,,11324.275620243272,1645.0087528264291,-16.203831022692157,15.03339239556774,,,,,,,,,,,,
5,2,,2719.0,4005,,,11307.327092194677,1661.0785189197281,-16.748750383218677,17.269319784950635,,,,,,,,,,,,
6,2,,2720.0,4005,,,11290.044538007694,1679.0752799644074,-17.816663361503316,18.52701666010777,,,,,,,,,,,,
7,2,,2721.0,4005,,,11271.84779228018,1698.0075510082481,-19.007127907794672,19.72265702378707,,,,,,,,,,,,
8,2,,2722.0,4005,,,11253.710742876123,1719.6419065579119,-18.66065651266537,22.30527107575898,,,,,,,,,,,,
9,2,,2723.0,4005,,,11235.009519253977,1742.6828901726522,-18.221035114021035,23.722346698471263,,,,,,,,,,,,
10,3,2723.126059358339,2723.126059358339,4005,3543.0,16035298.0,11104.552627355699,2070.382594208549,7.03472266658575,-35.690157852091126,0.0,0.0,,646.0,0.0,0.19335683651915,-0.981128500132019,50.0,4.0,0.0,0.0,68.0
11,2,,2724.0,4005,,,11216.70803653506,1766.4565708261784,-18.27213649398345,23.791140252249786,,,,,,,,,,,,
12,3,2724.126061283175,2724.126061283175,4005,3543.0,16041903.0,11113.457063613812,2035.210736808451,8.898757117417894,-35.24411466889446,0.0,0.0,,682.0,0.0,0.24480358300628002,-0.9695726923481741,50.0,4.0,0.0,0.0,68.0
13,2,,2725.0,4005,,,11200.829663702916,1790.7852262761296,-8.398739326562291,28.7414505122443,,,,,,,,,,,,
14,3,2725.126062775202,2725.126062775202,4005,3543.0,16048147.0,11123.654107416718,2000.3970503931798,10.50765703790985,-34.79698666033876,0.0,0.0,,719.0,0.0,0.28907499519213803,-0.9573064541486521,50.0,4.0,0.0,0.0,68.0
15,2,,2726.0,4005,,,11184.877142912588,1816.2138547445531,-15.727742632020181,25.45109503845606,,,,,,,,,,,,
16,3,2726.126063829921,2726.126063829921,4005,3543.0,16058690.0,11134.907722927555,1966.0687573871853,12.075942908336579,-34.28590590138974,0.0,0.0,,755.0,0.0,0.33220643589457105,-0.9432067026639631,50.0,4.0,0.0,0.0,68.0
17,2,,2727.0,4005,,,11169.939397161335,1842.346299230649,-14.792652016757714,26.031086896306068,,,,,,,,,,,,
18,3,2727.1260644500408,2727.1260644500408,4005,3543.0,16065053.0,11148.636754969897,1932.4766077632814,14.456643125697287,-33.401082972362154,0.0,0.0,,791.0,0.0,0.397178141770166,-0.9177415342567851,50.0,4.0,0.0,0.0,68.0
19,2,,2728.0,4005,,,11155.104433544817,1868.4820669569012,-14.798163927864966,26.040460968609914,,,,,,,,,,,,
20,3,2728.1260646633123,2728.1260646633123,4005,3543.0,16071712.0,11163.604391553929,1899.457920704961,15.526637249810378,-32.850003977278845,0.0,0.0,,828.0,0.0,0.42729208462481205,-0.9041136402117721,50.0,4.0,0.0,0.0,68.0
21,2,,2729.0,4005,,,11142.380021046072,1895.7784209885995,-12.440191147504411,27.28361550331527,,,,,,,,,,,,
22,3,2729.126064973304,2729.126064973304,4005,3543.0,16078286.0,11179.8857848001,1867.2456319599946,17.22509215078018,-31.976691467162077,0.0,0.0,,15.0,1.0,0.47421451935212505,-0.8804093307295371,50.0,4.0,0.0,0.0,68.0
23,2,,2730.0,4005,,,11130.48000479575,1923.351052524654,-11.442931993479183,27.612390658907316,,,,,,,,,,,,
24,3,2730.12606570429,2730.12606570429,4005,3543.0,16084619.0,11197.29648275046,1835.394750593739,17.228424435617974,-31.975789145514376,0.0,0.0,,52.0,1.0,0.47421451935212505,-0.8804093307295371,50.0,4.0,0.0,0.0,68.0
25,2,,2731.0,4005,,,11119.251366452876,1951.201731390699,-10.773237831150826,27.993051304809157,,,,,,,,,,,,
26,3,2731.1260668718382,2731.1260668718382,4005,3543.0,16090828.0,11216.47024062026,1804.6910633728169,19.7251235448752,-30.47623727318779,0.0,0.0,,88.0,1.0,0.5432956216743401,-0.8395414626267671,50.0,4.0,0.0,0.0,68.0
27,2,,2732.0,4005,,,11109.256065395864,1979.4971492580116,-10.038109823680744,28.16562355818336,,,,,,,,,,,,
28,3,2732.126055476253,2732.126055476253,4005,3543.0,16097220.0,11234.871737252559,1773.8607509100607,21.577832995657566,-29.222282046572403,0.0,0.0,,24.0,1.0,0.5938663915569801,-0.804563676149434,50.0,4.0,0.0,0.0,68.0
29,2,,2733.0,4005,,,11100.224251156698,2008.1560187175442,-8.660954272527325,28.6835488235355,,,,,,,,,,,,
30,3,2733.126057514999,2733.126057514999,4005,3543.0,16103609.0,11256.655468605431,1744.7992862461856,23.258723137296062,-27.969103962574895,0.0,0.0,,60.0,1.0,0.639250610970034,-0.76899847618473,50.0,4.0,0.0,0.0,68.0
31,2,,2734.0,4005,,,11091.893446308399,2037.0444397511387,-7.670440112457401,28.906634306040115,,,,,,,,,,,,
32,2,,2735.0,4005,,,11084.131370849098,2066.0992117816754,-7.675490048410161,28.925170745239623,,,,,,,,,,,,
33,2,,2736.0,4005,,,11079.080719698788,2095.655433888193,-5.133065304081914,29.4597647502559,,,,,,,,,,,,
34,2,,2737.0,4005,,,11074.59279079868,2125.376843011518,-3.77123729825576,29.67623836086316,,,,,,,,,,,,
35,2,,2738.0,4005,,,11070.908093924741,2155.1953509277864,-3.768190800759164,29.652268172713836,,,,,,,,,,,,
36,3,2738.09514398644,2738.09514398644,4005,3477.0,16135032.0,11097.090399513128,2523.831285215951,-1.771354009626907,-28.312868658686973,0.0,0.0,,190.0,0.0,-0.06248759939325001,-0.9980457403957331,70.0,4.0,0.0,0.0,78.0
37,2,,2739.0,4005,,,11068.643551005913,2185.1623668686434,-2.120970339904415,29.844137276085696,,,,,,,,,,,,
38,3,2739.0951460717397,2739.0951460717397,4005,3477.0,16141565.0,11095.477617181883,2495.5768932699425,-1.7708716495314851,-28.305164450915367,0.0,0.0,,218.0,0.0,-0.062487599393612,-0.998045740395711,70.0,4.0,0.0,0.0,78.0
39,2,,2740.0,4005,,,11066.88536796696,2214.882319899658,-0.851286829663446,29.94586790882133,,,,,,,,,,,,
40,3,2740.0951347703517,2740.0951347703517,4005,3477.0,16152244.0,11093.555370152473,2467.3139910707946,-1.770794189735899,-28.302936384844323,0.0,0.0,,247.0,0.0,-0.06248759939325001,-0.9980457403957331,70.0,4.0,0.0,0.0,78.0
41,2,,2741.0,4005,,,11065.946520851796,2244.8274026545646,-0.85130829822951,29.946622764541384,,,,,,,,,,,,
42,3,2741.095136083112,2741.095136083112,4005,3477.0,16158267.0,11091.752710255794,2439.0544881511864,-1.7724166483999122,-28.32885013372104,0.0,0.0,,275.0,0.0,-0.06248759939325001,-0.9980457403957331,70.0,4.0,0.0,0.0,78.0
43,2,,2742.0,4005,,,11065.560703530828,2274.7857441167444,0.21837209245715702,29.933298322977002,,,,,,,,,,,,
44,3,2742.095137011002,2742.095137011002,4005,3477.0,16164409.0,11090.271854524073,2410.830179953521,-1.773072310223452,-28.339322299177272,0.0,0.0,,304.0,0.0,-0.062487599393612,-0.998045740395711,70.0,4.0,0.0,0.0,78.0
45,2,,2743.0,4005,,,11065.68610134647,2304.7451077145324,0.21829598951901,29.92355367206315,,,,,,,,,,,,
46,3,2743.095137557504,2743.095137557504,4005,3477.0,16170561.0,11088.743618471297,2382.569482184367,-1.561365984811383,-28.35263450015292,0.0,0.0,,332.0,0.0,-0.055030247320539,-0.9984846878544711,70.0,4.0,0.0,0.0,78.0
47,2,,2744.0,4005,,,11070.372294210514,2333.8823633481065,1.8720771620043761,29.87467207703871,,,,,,,,,,,,
48,3,2744.095137746186,2744.095137746186,4005,3477.0,16185466.0,11087.320050295164,2354.351213937827,-1.5598043557756411,-28.324299852454743,0.0,0.0,,360.0,0.0,-0.055030247320197005,-0.9984846878544891,70.0,4.0,0.0,0.0,78.0
49,2,,2745.0,4005,,,11069.063028222801,2363.7869461134596,1.8747605017414362,29.90199920608115,,,,,,,,,,,,
50,3,2745.095138012727,2745.095138012727,4005,3477.0,16195967.0,11085.569209585325,2326.0837969093773,-1.5617936332127251,-28.360393876145405,0.0,0.0,,389.0,0.0,-0.055030247320560007,-0.9984846878544691,70.0,4.0,0.0,0.0,78.0
51,2,,2746.0,4005,,,11071.003331568369,2393.667936588502,1.875116271618934,29.908318616476343,,,,,,,,,,,,
52,3,2746.095138654089,2746.095138654089,4005,3477.0,16202133.0,11084.784502060918,2297.781586118056,0.031136230336646004,-28.370706634180937,0.0,0.0,,417.0,0.0,0.001050640310964,-0.9999994480773161,70.0,4.0,0.0,0.0,78.0
53,2,,2747.0,4005,,,11072.829020146735,2423.5645584050644,1.873540360641644,29.88143813802533,,,,,,,,,,,,
54,3,2747.095139680155,2747.095139680155,4005,3477.0,16212534.0,11084.701007256246,2269.484655436161,0.031044340489026004,-28.285746444584632,0.0,0.0,,445.0,0.0,0.001050640310964,-0.9999994480773161,70.0,4.0,0.0,0.0,78.0
55,2,,2748.0,4005,,,11074.758093456438,2453.468278765182,1.876059006834476,29.92133628773498,,,,,,,,,,,,
56,3,2748.095141092465,2748.095141092465,4005,3477.0,16219221.0,11084.590677260618,2241.1745187436245,0.041998432324818,-28.302938838360994,0.0,0.0,,474.0,0.0,0.0014370382145740001,-0.9999989674600511,70.0,4.0,0.0,0.0,78.0
57,2,,2749.0,4005,,,11076.49206631342,2483.3181079661895,1.831380378691048,29.887283726150986,,,,,,,,,,,,
