,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,2167.0,3183,,,6964.956081735202,9604.791297236376,-3.831837036218761,-14.62525825978921,,,,,,,,,,,,
1,3,2167.709164393641,2167.709164393641,3183,3177.0,12196757.0,6951.258137075132,9551.394073371008,-5.262017864700746,-20.085859426998304,446513904.0,0.0,,75.0,0.0,-0.253448088980394,-0.967348988830911,30.0,4.0,0.0,0.0,48.0
2,3,2167.72147137903,2167.72147137903,3183,2751.0,12196954.0,6819.602662185747,9235.638939256323,5.7173761319107665,16.537140519740365,1.0,0.0,,1797.0,0.0,0.37008447120472204,0.928998107733875,50.0,4.0,0.0,0.0,16.0
3,3,2167.8968613614998,2167.8968613614998,3183,2811.0,12197899.0,6829.10695297084,9257.885666175966,0.0,0.0,1.0,22.0,,1821.0,0.0,0.48043332921198606,0.877031251542547,50.0,4.0,0.0,0.0,68.0
4,2,,2168.0,3183,,,6960.894700377751,9589.167217642265,-4.296573510971074,-16.399043024681514,,,,,,,,,,,,
5,3,2168.709154792798,2168.709154792798,3183,3177.0,12206383.0,6945.922116162332,9530.348316930782,-5.73828826841001,-21.904915356923812,446513904.0,0.0,,97.0,0.0,-0.253448088980385,-0.967348988830913,30.0,4.0,0.0,0.0,48.0
6,3,2168.721474509538,2168.721474509538,3183,2751.0,12206539.0,6825.544391941841,9251.977679453918,6.41331070065429,16.098339296293922,1.0,0.0,,1814.0,0.0,0.480433329212029,0.877031251542523,50.0,4.0,0.0,0.0,16.0
7,3,2168.8968644902293,2168.8968644902293,3183,2811.0,12207518.0,6837.334302177853,9273.144267735968,0.0,0.0,1.0,22.0,,1838.0,0.0,0.48043332921198606,0.877031251542547,50.0,4.0,0.0,0.0,68.0
8,2,,2169.0,3183,,,6956.453520934637,9571.732117552096,-4.756931329270847,-18.15611553536491,,,,,,,,,,,,
9,3,2169.709157957027,2169.709157957027,3183,3177.0,12211754.0,6940.025654853136,9507.619041827049,-6.187965765820946,-23.4114730966733,446513904.0,0.0,,120.0,0.0,-0.255553216141151,-0.966794990533108,30.0,4.0,0.0,0.0,48.0
10,3,2169.721464389005,2169.721464389005,3183,2751.0,12211910.0,6834.095089983897,9267.236482263137,8.397563676909977,15.329110428100053,1.0,0.0,,1832.0,0.0,0.48043332921198606,0.877031251542547,50.0,4.0,0.0,0.0,16.0
11,3,2169.896854367253,2169.896854367253,3183,2811.0,12212843.0,6845.649222263116,9288.433898256191,0.0,0.0,1.0,22.0,,9.0,0.0,0.328467980196262,0.944515106277177,50.0,4.0,0.0,0.0,68.0
12,2,,2170.0,3183,,,6951.484110949632,9552.585665099343,-5.215348960255023,-19.905878117682853,,,,,,,,,,,,
13,3,2170.70916086844,2170.70916086844,3183,3177.0,12216963.0,6933.60716363745,9483.330184769098,-6.587899058497352,-24.92412971315122,446513904.0,0.0,,145.0,0.0,-0.255553216141142,-0.966794990533111,30.0,4.0,0.0,0.0,48.0
14,3,2170.721466988788,2170.721466988788,3183,2751.0,12217119.0,6842.544331667247,9282.793474920407,8.85346125202322,16.161351649860126,1.0,0.0,,4.0,0.0,0.32846798019629303,0.9445151062771661,50.0,4.0,0.0,0.0,16.0
15,3,2170.896856964735,2170.896856964735,3183,2811.0,12218092.0,6852.689119842113,9304.859900018235,0.0,0.0,1.0,22.0,,29.0,0.0,0.32846798019629303,0.9445151062771661,50.0,4.0,0.0,0.0,68.0
