,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,2147.0,3147,,,1797.830963075821,4095.6210781004474,-2.132483801340277,-1.174943809482838,,,,,,,,,,,,
1,2,,2148.0,3147,,,1794.7789878701958,4093.8785158040123,-4.044574738833746,-2.22829780426897,,,,,,,,,,,,
2,2,,2149.0,3147,,,1789.661243386838,4091.0457873404803,-6.087402889373667,-3.354002426895315,,,,,,,,,,,,
3,2,,2150.0,3147,,,1789.5854071383988,4084.1248942478237,3.526205043114307,-8.425997862199072,,,,,,,,,,,,
4,2,,2151.0,3147,,,1794.3626038536763,4074.8846495053194,5.247960825396921,-10.165013145637175,,,,,,,,,,,,
5,2,,2152.0,3147,,,1800.2425269544099,4063.8213843171447,5.8764784874440625,-11.378092312967711,,,,,,,,,,,,
6,2,,2153.0,3147,,,1806.897216419822,4053.1151721938386,8.413222834884266,-9.644397425413063,,,,,,,,,,,,
7,2,,2154.0,3147,,,1816.0584499562403,4043.884269134884,8.829235743868617,-9.235234929015858,,,,,,,,,,,,
8,2,,2155.0,3147,,,1822.7718991160016,4033.574051918923,3.282639659001516,-12.398049708550372,,,,,,,,,,,,
9,2,,2156.0,3147,,,1825.223522486365,4022.9491555484537,2.129388582299375,-8.684843707810966,,,,,,,,,,,,
10,2,,2157.0,3147,,,1827.1646766559993,4015.925254273118,1.775891288067396,-7.241649141071586,,,,,,,,,,,,
11,2,,2158.0,3147,,,1833.7055191343986,4012.9421272545537,9.792920798177578,1.135061831528194,,,,,,,,,,,,
12,2,,2159.0,3147,,,1844.1705208290773,4015.5751050054396,11.621384410569515,2.884139050109286,,,,,,,,,,,,
13,2,,2160.0,3147,,,1856.3394845368225,4018.628519966618,12.38076151883422,3.072388059644183,,,,,,,,,,,,
14,2,,2161.0,3147,,,1868.742230185344,4021.699212920763,12.34706869781631,3.06386123583209,,,,,,,,,,,,
15,2,,2162.0,3147,,,1881.1313853779368,4024.7636414238323,12.36869733714753,3.0702832373923172,,,,,,,,,,,,
16,2,,2163.0,3147,,,1893.5957171052175,4027.922059356189,12.340537561196047,3.191834199207861,,,,,,,,,,,,
17,2,,2164.0,3147,,,1906.2383350181865,4031.1827299178826,12.27570904229742,3.237447281204677,,,,,,,,,,,,
18,2,,2165.0,3147,,,1918.3599369560202,4034.4331840371015,12.37197236184302,3.262317914230009,,,,,,,,,,,,
19,2,,2166.0,3147,,,1930.7653790381423,4037.679095388586,12.356199775616073,3.258166095041668,,,,,,,,,,,,
20,2,,2167.0,3147,,,1942.3797861400876,4042.0128233154937,10.743343350164771,6.9930540283490465,,,,,,,,,,,,
21,2,,2168.0,3147,,,1942.1523559780298,4054.2030730856213,-2.811028886394816,12.457379666089732,,,,,,,,,,,,
22,3,2168.728206317296,2168.728206317296,3147,3189.0,12206632.0,1765.8790786517654,4154.0999407304025,1.5887675288897771,0.884369043335228,0.0,0.0,,38.0,0.0,0.8737580715926521,0.48636080467764803,30.0,4.0,0.0,0.0,93.0
23,2,,2169.0,3147,,,1939.2717554403632,4066.630268249343,-2.812240303615834,12.462743233753345,,,,,,,,,,,,
24,3,2169.7282075658013,2169.7282075658013,3147,3189.0,12212004.0,1768.6574584434475,4155.495274611943,3.221517469654008,1.7931992351363881,0.0,0.0,,41.0,0.0,0.8737580715926521,0.48636080467764803,30.0,4.0,0.0,0.0,93.0
25,2,,2170.0,3147,,,1938.4941518824937,4078.8420654362135,3.32001836135681,12.2668449525479,,,,,,,,,,,,
26,3,2170.728208771597,2170.728208771597,3147,3189.0,12217258.0,1772.7605339872007,4157.7495495136145,4.78683421832038,2.664552418830898,0.0,0.0,,45.0,0.0,0.8737580715926041,0.486360804677734,30.0,4.0,0.0,0.0,93.0
27,2,,2171.0,3147,,,1943.6379128948724,4090.4116512707214,5.425272749475507,11.510618988264891,,,,,,,,,,,,
28,3,2171.72820996036,2171.72820996036,3147,3189.0,12222443.0,1778.0695118672706,4160.787132353342,5.553756663848105,3.091488696014726,0.0,0.0,,52.0,0.0,0.8737580715926521,0.48636080467764803,30.0,4.0,0.0,0.0,93.0
29,2,,2172.0,3147,,,1949.2611406618007,4101.974778281658,5.4485253966855165,11.56053619699739,,,,,,,,,,,,
30,3,2172.728211112894,2172.728211112894,3147,3189.0,12232079.0,1784.9649051986223,4163.540138882004,7.758012657685931,3.025087335372395,0.0,0.0,,4.0,0.0,0.9316845202292631,0.363268433482963,30.0,4.0,0.0,0.0,93.0
31,2,,2173.0,3147,,,1954.7978643445574,4113.507203417947,5.414041250863871,11.487962046014372,,,,,,,,,,,,
32,3,2173.7281992149387,2173.7281992149387,3147,3189.0,12241917.0,1792.402001379554,4158.629126133719,7.552820912120526,-6.588799548940006,0.0,0.0,,3.0,0.0,0.753525889011814,-0.6574182341469961,30.0,4.0,0.0,0.0,93.0
33,2,,2174.0,3147,,,1959.5594374638154,4123.340207252348,3.782652926002386,8.026415879576808,,,,,,,,,,,,
34,3,2174.7282002735237,2174.7282002735237,3147,3189.0,12247318.0,1799.4701060158052,4150.59708294302,7.853655767839702,-8.630393770556347,0.0,0.0,,14.0,0.0,0.673014543255489,-0.739629248047023,30.0,4.0,0.0,0.0,93.0
35,2,,2175.0,3147,,,1962.7243654075794,4129.832778575712,3.159936689263765,6.705108633582561,,,,,,,,,,,,
36,3,2175.728201282626,2175.728201282626,3147,3189.0,12252605.0,1807.9070971572369,4141.278658530968,9.045717130473694,-9.940863163708558,0.0,0.0,,27.0,0.0,0.6730145432554241,-0.7396292480470811,30.0,4.0,0.0,0.0,93.0
37,2,,2176.0,3147,,,1968.955591775217,4135.228714278789,8.762380206792335,3.9683529800177713,,,,,,,,,,,,
38,3,2176.728202295536,2176.728202295536,3147,3189.0,12257836.0,1816.9003714780024,4131.448819079416,7.9359870610779994,-8.721063173165856,0.0,0.0,,40.0,0.0,0.6730145432554241,-0.7396292480470811,30.0,4.0,0.0,0.0,93.0
39,2,,2177.0,3147,,,1979.08989113966,4131.841572441314,11.182925525500952,-4.253929466669628,,,,,,,,,,,,
40,3,2177.728203344396,2177.728203344396,3147,3189.0,12263254.0,1823.743999326596,4125.2814151543425,5.635987918149215,-4.655453863772458,0.0,0.0,,49.0,0.0,0.7709740407976241,-0.636866570339645,30.0,4.0,0.0,0.0,93.0
41,2,,2178.0,3147,,,1991.781121873008,4131.473789148774,12.827900980046538,-0.14983081626289202,,,,,,,,,,,,
42,3,2178.728204443978,2178.728204443978,3147,3189.0,12268910.0,1829.6013024327603,4120.889491806534,6.425561665814245,-4.872527733128887,0.0,0.0,,1.0,0.0,0.796789490703084,-0.604256987965484,30.0,4.0,0.0,0.0,93.0
43,2,,2179.0,3147,,,2004.6305646559172,4131.327495396474,12.738367103594355,-0.146873998537098,,,,,,,,,,,,
44,3,2179.728205560478,2179.728205560478,3147,3189.0,12278513.0,1838.1090663963182,4121.330729829672,9.641740936348597,1.934875302234422,0.0,0.0,,2.0,0.0,0.9804545232037951,0.19674584602785902,30.0,4.0,0.0,0.0,93.0
45,2,,2180.0,3147,,,2012.954684408314,4138.784325137377,6.596502200806705,10.988289305741823,,,,,,,,,,,,
46,3,2180.7282066524767,2180.7282066524767,3147,3189.0,12284047.0,1847.4306598138191,4126.352721666124,10.210845701266711,5.371723975481319,0.0,0.0,,13.0,0.0,0.8850123681966621,0.465567511902339,30.0,4.0,0.0,0.0,93.0
47,2,,2181.0,3147,,,2019.7715298105354,4149.734264746262,6.594518643496953,10.9848939967832,,,,,,,,,,,,
48,3,2181.728207713824,2181.728207713824,3147,3189.0,12289412.0,1858.673812661369,4132.137060888942,11.681434022989471,6.145444486479531,0.0,0.0,,25.0,0.0,0.8850123681966621,0.465567511902339,30.0,4.0,0.0,0.0,93.0
49,2,,2182.0,3147,,,2026.2714387911726,4160.667103880142,6.582204234580179,10.96460487809785,,,,,,,,,,,,
50,3,2182.728208739299,2182.728208739299,3147,3189.0,12294686.0,1871.3651406805297,4138.576980762235,12.398739530680592,6.581145483335277,0.0,0.0,,39.0,0.0,0.8832972639741811,0.468813335407308,30.0,4.0,0.0,0.0,93.0
51,2,,2183.0,3147,,,2032.433513088872,4171.856707575668,5.957939874822663,11.22875102915839,,,,,,,,,,,,
52,3,2183.728209727431,2183.728209727431,3147,3189.0,12299796.0,1883.684952224938,4145.244651308654,12.31402266989017,6.631365067306635,0.0,0.0,,53.0,0.0,0.8804710999221961,0.47409982303497805,30.0,4.0,0.0,0.0,93.0
53,2,,2184.0,3147,,,2038.311868948332,4183.152463790801,6.016045140073164,11.338236685015485,,,,,,,,,,,,
54,3,2184.728210680709,2184.728210680709,3147,3189.0,12304855.0,1896.2861827889938,4151.892800910781,12.38419535814803,6.669081292962218,0.0,0.0,,67.0,0.0,0.8804710999221961,0.47409982303497805,30.0,4.0,0.0,0.0,93.0
55,2,,2185.0,3147,,,2044.3411161298773,4194.430851829378,6.009983041809662,11.326282175643057,,,,,,,,,,,,
