,type,rcvTime,vehicleId,x_pos,y_pos,x_spd,y_spd
0,2,2917,4299,10591.119183307217,2514.345213620118,-1.522070228731753,1.359226897666079
1,2,2918,4299,10588.70253083306,2516.374491467896,-2.8721976689315882,2.564944927861959
2,2,2919,4299,10585.107173966213,2519.6055542522236,-4.251255013138653,3.796579368273518
3,2,2920,4299,10580.097154266305,2524.090349556412,-5.704812082403652,5.094665344473126
4,2,2921,4299,10573.706435179236,2529.8523771356627,-7.036327580983011,6.2835005044719
5,2,2922,4299,10565.685714917716,2536.9237215080584,-8.5142456907493,7.603396489505583
6,2,2923,4299,10556.530414889587,2545.2440488181824,-10.030388887072613,8.9571725366503
7,2,2924,4299,10545.724497787896,2554.9259404533595,-11.344319865700427,10.130579501121437
8,2,2925,4299,10534.24134273877,2565.0830279790134,-11.353587163079245,10.138842811484192
9,2,2926,4299,10522.770323393575,2575.244244011941,-11.384992546405693,10.16704922293376
10,2,2927,4299,10511.453027238189,2585.406150120351,-11.416333155458675,10.194959387890355
11,2,2928,4299,10500.15438497989,2595.5720182598125,-11.407255208291705,10.18702253666718
12,2,2929,4299,10489.004933793884,2605.734584731682,-11.351332549923267,10.136771363106252
13,2,2930,4299,10477.657125168684,2615.890455673018,-11.413321888195291,10.192231965288062
14,2,2931,4299,10466.405901544029,2625.998357703644,-10.923392787414752,9.754884707394115
15,2,2932,4299,10457.516430149948,2634.113499247609,-7.600584208364857,6.787724447873204
16,2,2933,4299,10451.82422288139,2639.3440981242834,-4.810171871193515,4.295874382590421
17,2,2934,4299,10445.725135694032,2644.3426312024144,-6.768263270850151,5.515930748213724
18,2,2935,4299,10436.701891490173,2647.10557989172,-10.682233105887779,0.957162257329864
19,2,2936,4299,10424.82798603838,2646.178490647854,-12.603754295205679,-0.9950416326270001
20,2,2937,4299,10411.009395749461,2648.3909707867288,-14.62619552188175,-1.154658135776226
21,2,2938,4299,10395.879105277754,2647.18825582827,-15.217036370128971,-1.2014092310616071
22,2,2939,4299,10380.70738490858,2645.992288316079,-15.2208660404672,-1.201835455591928
23,2,2940,4299,10365.437346369004,2644.783577880915,-15.241469787127075,-1.20336492409899
24,2,2941,4299,10350.416181337052,2643.5860358123564,-15.230340325019109,-1.202559862467345
25,2,2942,4299,10335.2700447032,2642.3842867975536,-15.208327153737972,-1.2007801476742581
26,2,2943,4299,10319.967520973289,2641.1729728976475,-15.184090857998326,-1.198700271945666
27,2,2944,4299,10304.888006996973,2639.538990994201,-15.026320584532003,-2.550740237929973
28,2,2945,4299,10289.934244538354,2635.4628748620084,-14.638247780334765,-4.376987822875529
29,2,2946,4299,10276.16135942819,2628.8405384741013,-13.394673494202916,-7.345053031402264
30,2,2947,4299,10262.551734894354,2621.4685631057937,-13.36994111318166,-7.331549636638293
31,2,2948,4299,10249.554437404744,2613.73774738822,-12.604966440111912,-8.583276217140194
32,2,2949,4299,10237.297666475879,2604.724761264336,-12.30872752686534,-8.969708987980468
33,2,2950,4299,10225.106045442133,2595.8018468110126,-12.318370933081566,-8.877859169142978
34,2,2951,4299,10212.308345648824,2586.964763804793,-12.367639244544518,-8.938918385946621
35,2,2952,4299,10200.296541171618,2577.6833359834154,-12.021181161011059,-9.356960141033927
36,2,2953,4299,10188.375542676351,2568.314473469293,-12.00206430305547,-9.342087983070453
37,2,2954,4299,10176.348897226719,2558.9464020902483,-11.99869016605606,-9.339469624685732
38,2,2955,4299,10164.19055852267,2549.535712943278,-12.009115148854788,-9.45123822418635
39,2,2956,4299,10152.241712772826,2540.255689033381,-10.980147994271586,-8.641416470035953
40,2,2957,4299,10143.209465268137,2533.1176627283003,-7.491290171382428,-5.8956144345620825
41,2,2958,4299,10136.856350747701,2528.890919778474,-6.023396864066891,-3.880896445513937
42,2,2959,4299,10128.918011865071,2529.550049634603,-8.81083498375122,2.67081159617072
43,2,2960,4299,10122.034835217657,2537.019392631809,-7.069588190241515,8.485216665806139
44,2,2961,4299,10111.904423177391,2544.099178880444,-8.321417197928296,9.985349945070167
45,2,2962,4299,10102.89883439355,2554.922091832275,-9.670182191221942,11.603438178977354
46,2,2963,4299,10094.089753915554,2567.308719634698,-8.303977386092633,12.811937804637557
47,2,2964,4299,10085.907554645868,2580.042790446075,-8.290365911260755,12.791189491300539
