,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,3020.0,4431,,,6965.536319581734,9606.726160315977,-4.077281488364809,-15.562010841718331,,,,,,,,,,,,
1,3,3020.308279555676,3020.308279555676,4431,4419.0,18153003.0,6906.858345055007,9396.654412000176,-10.110026033861699,-31.019359078616414,148893728.0,0.0,,236.0,0.0,-0.309886247561856,-0.95077363950208,70.0,4.0,0.0,0.0,72.0
2,3,3020.902324515528,3020.902324515528,4431,4083.0,18156208.0,6841.577745498084,9282.075384177824,9.011850128387854,16.445724268164,1546188227.0,0.0,,1831.0,0.0,0.48043332921205406,0.87703125154251,70.0,4.0,0.0,0.0,77.0
3,2,,3021.0,4431,,,6961.008016551795,9589.83824234451,-4.682704298634603,-17.872828729214234,,,,,,,,,,,,
4,3,3021.3082780763316,3021.3082780763316,4431,4419.0,18162993.0,6897.686603630986,9367.96737108559,-8.715570814754889,-26.74091059577249,148893728.0,0.0,,266.0,0.0,-0.30988624756202005,-0.9507736395020261,70.0,4.0,0.0,0.0,72.0
5,3,3021.9023305772353,3021.9023305772353,4431,4083.0,18166317.0,6850.176795730257,9298.948923805176,7.100244139588394,18.066342052000515,1546188227.0,0.0,,3.0,0.0,0.365605682499457,0.930769834558526,70.0,4.0,0.0,0.0,77.0
6,2,,3022.0,4431,,,6956.048638906142,9570.849769606039,-5.212453310040376,-19.894766304070124,,,,,,,,,,,,
7,3,3022.308271173205,3022.308271173205,4431,4419.0,18168762.0,6889.1991104501485,9343.429436657569,-8.423180323077116,-22.723555861711674,148893728.0,0.0,,292.0,0.0,-0.347573448410166,-0.9376527597998441,70.0,4.0,0.0,0.0,72.0
8,3,3022.90232339589,3022.90232339589,4431,4083.0,18171887.0,6857.246411869897,9318.36819147834,7.113207454222022,20.443670373425558,1546188227.0,0.0,,23.0,0.0,0.328467980196299,0.9445151062771641,70.0,4.0,0.0,0.0,77.0
9,2,,3023.0,4431,,,6950.547205919276,9549.903221606408,-5.710709859757202,-21.796426540949916,,,,,,,,,,,,
10,3,3023.308276990694,3023.308276990694,4431,4419.0,18174283.0,6881.311360924605,9322.391326625888,-7.067861282858623,-19.65977108468587,148893728.0,0.0,,0.0,0.0,-0.338312394362677,-0.9410338590192131,70.0,4.0,0.0,0.0,72.0
11,3,3023.90232895779,3023.90232895779,4431,4083.0,18177512.0,6864.589749286295,9339.813401880358,7.80344343237812,22.429033261938603,1546188227.0,0.0,,46.0,0.0,0.328467980196299,0.9445151062771641,70.0,4.0,0.0,0.0,77.0
12,2,,3024.0,4431,,,6944.620910947428,9526.923613239558,-6.241477494384655,-23.822406475547663,,,,,,,,,,,,
13,3,3024.3082695167373,3024.3082695167373,4431,4419.0,18180065.0,6877.446116544504,9303.646439545577,-3.239040828275958,-17.24724202032955,148893728.0,0.0,,19.0,0.0,-0.18457736192611202,-0.982817987963385,70.0,4.0,0.0,0.0,72.0
