,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,RoadID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,1797.0,2607,,,6965.369393048307,9606.329938630164,-4.023296735941294,-15.356495237278228,,,,,,,,,,,,
1,3,1797.2573481253671,1797.2573481253671,2607,2133.0,9801012.0,6868.169929868424,9338.836537963216,12.001544044457129,34.50932009744408,0.0,0.0,,46.0,1.0,0.328461431287766,0.944517383723768,70.0,4.0,0.0,0.0,77.0
2,3,1797.4890940256632,1797.4890940256632,2607,2283.0,9802527.0,6811.923702521334,9215.917195842581,6.261624010395033,18.105678991920534,0.0,0.0,,1758.0,0.0,0.326739555851213,0.9451144177517091,70.0,4.0,0.0,0.0,49.0
3,2,,1798.0,2607,,,6961.20907135146,9589.877950871443,-4.532172141770839,-17.299263393561397,,,,,,,,,,,,
4,3,1798.257357546412,1798.257357546412,2607,2133.0,9806931.0,6880.392153886701,9373.203135775406,14.764813686953126,33.43092449181518,0.0,0.0,,8.0,1.0,0.40399996328194804,0.914759000867542,70.0,4.0,0.0,0.0,77.0
5,3,1798.48909056125,1798.48909056125,2607,2283.0,9808399.0,6817.993003597657,9233.999859977605,6.246366586025956,18.06138453345818,0.0,0.0,,1777.0,0.0,0.32673955585137504,0.9451144177516521,70.0,4.0,0.0,0.0,49.0
6,2,,1799.0,2607,,,6956.361851478571,9571.505716451882,-5.033334396195585,-19.213658765261087,,,,,,,,,,,,
7,3,1799.257353711626,1799.257353711626,2607,2133.0,9812638.0,6894.301672471522,9406.930065888017,11.39891099062769,34.642195194693976,0.0,0.0,,19.0,1.0,0.31254835125086905,0.9499018518406851,70.0,4.0,0.0,0.0,77.0
8,3,1799.4890998405551,1799.4890998405551,2607,2283.0,9814110.0,6824.412228323287,9252.042327116778,6.841409435598664,17.907840608270423,0.0,0.0,,1796.0,0.0,0.35679115132724404,0.934184175810412,70.0,4.0,0.0,0.0,49.0
9,2,,1800.0,2607,,,6951.003242235064,9551.252561009995,-5.517426064628148,-21.061958956775932,,,,,,,,,,,,
