,type,sendTime,rcvTime,vehicleId,sender,messageID,x_pos,y_pos,x_spd,y_spd,exchangedMessageType,EventID,lanePosition,laneIndex,x_currentDirection,y_currentDirection,maxSpeed,maxDeceleration,hazardAttack,hazardOccurrence,hazardOccurrencePercentage
0,2,,1690.0,2457,,,6965.318469544544,9606.1426644722,-3.9020757522550023,-14.893378939003142,,,,,,,,,,,
1,3,1690.1690684358068,1690.1690684358068,2457,1935.0,9093818.0,6830.390138259418,9262.6047922475,8.57801033014277,15.659029085443848,0.0,0.0,1809.0,0.0,0.48043332921198606,0.877031251542547,50.0,4.0,0.0,0.0,44.0
2,3,1690.824431335253,1690.824431335253,2457,1947.0,9097494.0,6931.632103480491,9542.16799560894,9.617482215491485,33.46728340414331,0.0,0.0,160.0,0.0,0.276190146377625,0.961103013752379,50.0,4.0,0.0,0.0,68.0
3,2,,1691.0,2457,,,6961.414924053034,9590.214668947243,-4.391603973693487,-16.762077972476103,,,,,,,,,,,
4,3,1691.169064542601,1691.169064542601,2457,1935.0,9099329.0,6838.875730656314,9278.21466384724,8.5754859583007,15.654420843547637,0.0,0.0,1826.0,0.0,0.48043332921198606,0.877031251542547,50.0,4.0,0.0,0.0,44.0
5,3,1691.824427599961,1691.824427599961,2457,1947.0,9103030.0,6940.626022604526,9575.832912569198,8.628711483036216,33.74924640901207,0.0,0.0,195.0,0.0,0.247701792861262,0.9688363235414511,50.0,4.0,0.0,0.0,68.0
6,2,,1692.0,2457,,,6956.837203959977,9572.360634084698,-4.865630115203166,-18.57111235639864,,,,,,,,,,,
7,3,1692.1690605655679,1692.1690605655679,2457,1935.0,9108991.0,6847.198525126148,9293.903982919064,8.255302890260857,15.72963405322287,0.0,0.0,0.0,0.0,0.464705568945242,0.8854652642488451,50.0,4.0,0.0,0.0,44.0
8,3,1692.824423972317,1692.824423972317,2457,1947.0,9113053.0,6949.156924577839,9609.538148861962,8.634336570945257,33.77061034307351,0.0,0.0,229.0,0.0,0.24770179286125002,0.9688363235414541,50.0,4.0,0.0,0.0,68.0
9,2,,1693.0,2457,,,6951.660101419539,9552.932023544694,-5.266848323675808,-20.10233059401339,,,,,,,,,,,
10,3,1693.1690566762,1693.1690566762,2457,1935.0,9114779.0,6853.413943009448,9311.681037322653,6.517415364719245,18.740332009269963,0.0,0.0,16.0,0.0,0.328467980196262,0.944515106277177,50.0,4.0,0.0,0.0,44.0
11,2,,1694.0,2457,,,6946.246943695384,9531.778351888377,-5.752792303767555,-21.957147781699945,,,,,,,,,,,
12,3,1694.169058092471,1694.169058092471,2457,1935.0,9120462.0,6860.452476053409,9331.470403501251,7.272872667823083,20.91266197124265,0.0,0.0,37.0,0.0,0.328467980196262,0.944515106277177,50.0,4.0,0.0,0.0,44.0
13,2,,1695.0,2457,,,6940.244144602117,9508.81550889266,-6.285838336733828,-23.781063294932565,,,,,,,,,,,
14,3,1695.16905919514,1695.16905919514,2457,1935.0,9125798.0,6867.8207162398185,9353.439998669995,7.762342399478581,22.80632097345035,0.0,0.0,60.0,0.0,0.32219967300802504,0.946671733344521,50.0,4.0,0.0,0.0,44.0
15,2,,1696.0,2457,,,6933.812986872767,9484.07894483287,-6.738062436958265,-25.492444880036746,,,,,,,,,,,
16,3,1696.169059958539,1696.169059958539,2457,1935.0,9131142.0,6877.098068990352,9377.041900008428,13.423960083468561,22.768735736503878,0.0,0.0,11.0,0.0,0.507877248725571,0.8614294516830401,50.0,4.0,0.0,0.0,44.0
17,2,,1697.0,2457,,,6926.735429221374,9457.74792117996,-7.153729005763234,-27.064751194645496,,,,,,,,,,,
18,3,1697.169060363736,1697.169060363736,2457,1935.0,9136331.0,6887.553473899114,9402.705558211896,8.987628150442573,27.295346394002816,0.0,0.0,13.0,0.0,0.312750637447327,0.9498352692842531,50.0,4.0,0.0,0.0,44.0
19,2,,1698.0,2457,,,6918.005731370801,9430.02043715353,-9.258861062327988,-28.40847829963484,,,,,,,,,,,
20,3,1698.0855235915978,1698.0855235915978,2457,2469.0,9145424.0,6965.486377837592,9606.538461259779,-3.933011031167838,-15.011376140713148,123546128.0,0.0,18.0,0.0,-0.25344808898028903,-0.9673489888309381,70.0,4.0,0.0,0.0,77.0
21,3,1698.169055661414,1698.169055661414,2457,1935.0,9145976.0,6896.851587922615,9431.12610162849,9.657274059733517,29.329085822219284,0.0,0.0,43.0,0.0,0.312750637447327,0.9498352692842531,50.0,4.0,0.0,0.0,44.0
22,2,,1699.0,2457,,,6908.710814335954,9401.520617384715,-9.26713452415788,-28.433554489244354,,,,,,,,,,,
23,3,1699.085518976402,1699.085518976402,2457,2469.0,9150870.0,6961.247343738581,9590.376281542884,-4.469778735949236,-17.06004636925381,123546128.0,0.0,35.0,0.0,-0.253448088980469,-0.967348988830891,70.0,4.0,0.0,0.0,77.0
24,3,1699.1690640054649,1699.1690640054649,2457,1935.0,9151262.0,6906.514468195236,9461.631929405676,9.803566117044586,31.397938242658658,0.0,0.0,75.0,0.0,0.29804152397542405,0.954552905807952,50.0,4.0,0.0,0.0,44.0
25,2,,1700.0,2457,,,6899.439702244952,9373.022805729923,-9.267740410022835,-28.435625862757988,,,,,,,,,,,
26,3,1700.085514394303,1700.085514394303,2457,2469.0,9156074.0,6956.644970563779,9572.26463537234,-4.998252696980274,-19.07718553150206,123546128.0,0.0,53.0,0.0,-0.253448088980469,-0.967348988830891,70.0,4.0,0.0,0.0,77.0
27,3,1700.169059420915,1700.169059420915,2457,1935.0,9156468.0,6916.479452198253,9493.219507544969,9.89790734713451,31.700089748659074,0.0,0.0,109.0,0.0,0.29804152397542405,0.954552905807952,50.0,4.0,0.0,0.0,44.0
28,2,,1701.0,2457,,,6889.625412719435,9344.716278802081,-10.424434755219982,-28.122977150784184,,,,,,,,,,,
29,3,1701.0855228694588,1701.0855228694588,2457,2469.0,9170130.0,6951.618076221534,9552.124464203349,-5.510778256011648,-21.033378743373845,123546128.0,0.0,74.0,0.0,-0.253448088980469,-0.967348988830891,70.0,4.0,0.0,0.0,77.0
30,3,1701.169067903475,1701.169067903475,2457,1935.0,9170573.0,6926.350697779817,9524.828688095426,9.875003143596537,31.62698523145431,0.0,0.0,142.0,0.0,0.29804152397542405,0.954552905807952,50.0,4.0,0.0,0.0,44.0
31,3,1701.724263480054,1701.724263480054,2457,2091.0,9174069.0,6719.263781553896,8917.023625729586,3.82124812351516,14.680802327673772,1.0,0.0,1460.0,0.0,0.251721467347483,0.967799722502765,70.0,4.0,0.0,0.0,59.0
32,2,,1702.0,2457,,,6879.5811041796005,9316.42231099805,-8.451247479093379,-28.68129045235342,,,,,,,,,,,
33,3,1702.085522975455,1702.085522975455,2457,2469.0,9176104.0,6945.924475553133,9530.05980492076,-6.006869453028133,-22.926931803204635,123546128.0,0.0,97.0,0.0,-0.253448088980299,-0.9673489888309351,70.0,4.0,0.0,0.0,77.0
34,3,1702.1690681950502,1702.1690681950502,2457,1935.0,9176551.0,6935.598835385927,9556.64091000582,8.210261608835317,32.11254870691147,0.0,0.0,175.0,0.0,0.24770179286125002,0.9688363235414541,50.0,4.0,0.0,0.0,44.0
35,3,1702.724266032873,1702.724266032873,2457,2091.0,9179739.0,6723.069121762343,8931.733480702262,3.812717513616976,14.648008348451555,1.0,0.0,1475.0,0.0,0.251721467347506,0.967799722502759,70.0,4.0,0.0,0.0,59.0
36,2,,1703.0,2457,,,6871.812743093753,9287.478962255069,-10.405121429804547,-28.071425990511003,,,,,,,,,,,
37,3,1703.0855255610252,1703.0855255610252,2457,2469.0,9181661.0,6939.647348739881,9506.02127815986,-6.582403617957877,-24.902337983944395,123546128.0,0.0,122.0,0.0,-0.25555321614132104,-0.9667949905330631,70.0,4.0,0.0,0.0,77.0
38,3,1703.1690581582998,1703.1690581582998,2457,1935.0,9182108.0,6943.8173795449375,9588.701277297436,8.19400776801002,32.048597759026826,0.0,0.0,208.0,0.0,0.24770179286125002,0.9688363235414541,50.0,4.0,0.0,0.0,44.0
39,3,1703.724268287785,1703.724268287785,2457,2091.0,9185379.0,6726.823943598027,8946.432343182747,3.835988648847753,14.73768696838096,1.0,0.0,1491.0,0.0,0.251721467347506,0.967799722502759,70.0,4.0,0.0,0.0,59.0
40,2,,1704.0,2457,,,6861.306827061882,9259.603058887029,-9.979699173991927,-26.92411541225626,,,,,,,,,,,
41,3,1704.0855148332519,1704.0855148332519,2457,2469.0,9191473.0,6932.916634312021,9480.039279225395,-7.08645895505084,-26.809129847955592,123546128.0,0.0,149.0,0.0,-0.255553216141151,-0.966794990533108,70.0,4.0,0.0,0.0,77.0
42,3,1704.309805856786,1704.309805856786,2457,2487.0,9192713.0,6965.140066389756,9605.398079417688,-4.000491345804099,-15.269268531031189,222370928.0,0.0,19.0,0.0,-0.25344808898035404,-0.9673489888309211,70.0,4.0,0.0,0.0,77.0
43,3,1704.72427024708,1704.72427024708,2457,2091.0,9195385.0,6730.698570721302,8961.134027313388,3.811469964859047,14.644051511988586,1.0,0.0,1506.0,0.0,0.296215804230053,0.955121038049284,70.0,4.0,0.0,0.0,59.0
44,2,,1705.0,2457,,,6852.220246933473,9234.975937076983,-8.430807064118591,-22.745539528340725,,,,,,,,,,,
45,3,1705.085516771441,1705.085516771441,2457,2469.0,9197280.0,6925.536409336687,9452.06718818388,-7.6301265455890075,-28.8659314078742,123546128.0,0.0,177.0,0.0,-0.255553216141151,-0.966794990533108,70.0,4.0,0.0,0.0,77.0
